 id, jobs, machines, opt, makespan, guaranteed_ratio, runtime_ms, approximation_alg, fptas_alg, shelves_alg, nb_big_jobs, nb_small_jobs
 1745065980574,1890,1000,115.5651710510254,165.0,RATIO_10_7,7690,TwoApproximation,CompressionApproach,OhnesorgeApproach,999,891
 1745065990728,1887,1000,112.99355918884277,161.0,RATIO_10_7,7830,TwoApproximation,CompressionApproach,OhnesorgeApproach,981,906
 1745066005783,1835,1000,111.11535865783691,158.0,RATIO_10_7,8500,TwoApproximation,CompressionApproach,OhnesorgeApproach,1014,821
 1745066016819,519,1000,54.73496469116211,78.0,RATIO_10_7,5918,TwoApproximation,CompressionApproach,OhnesorgeApproach,468,51
 1745066025119,1497,1000,94.16864727020263,134.0,RATIO_10_7,9888,TwoApproximation,CompressionApproach,OhnesorgeApproach,975,522
 1745066037515,1331,1000,90.20472831726073,128.0,RATIO_10_7,9085,TwoApproximation,CompressionApproach,OhnesorgeApproach,931,400
 1745066049925,551,1000,56.28257995605469,80.0,RATIO_10_7,5635,TwoApproximation,CompressionApproach,OhnesorgeApproach,493,59
 1745066058297,1771,1000,107.33256126403809,153.0,RATIO_10_7,8362,TwoApproximation,CompressionApproach,OhnesorgeApproach,1012,759
 1745066069330,1160,1000,82.56920622253418,117.0,RATIO_10_7,8223,TwoApproximation,CompressionApproach,OhnesorgeApproach,839,322
 1745066080226,552,1000,57.22674728393554,81.0,RATIO_10_7,5980,TwoApproximation,CompressionApproach,OhnesorgeApproach,505,47
 1745066088515,1001,1000,75.88954010009766,108.0,RATIO_10_7,6966,TwoApproximation,CompressionApproach,OhnesorgeApproach,770,231
 1745066097982,1404,1000,90.26097664260864,128.0,RATIO_10_7,12147,TwoApproximation,CompressionApproach,OhnesorgeApproach,943,462
 1745066112578,689,1000,61.5571455078125,87.0,RATIO_10_7,7292,TwoApproximation,CompressionApproach,OhnesorgeApproach,593,96
 1745066123032,1263,1000,87.2147656173706,124.0,RATIO_10_7,12057,TwoApproximation,CompressionApproach,OhnesorgeApproach,907,357
 1745066138134,1607,1000,97.51486293792723,139.0,RATIO_10_7,9880,TwoApproximation,CompressionApproach,OhnesorgeApproach,1020,587
 1745066150629,1291,1000,85.39969053649902,121.0,RATIO_10_7,8362,TwoApproximation,CompressionApproach,OhnesorgeApproach,909,383
 1745066161427,1609,1000,98.08862895774841,140.0,RATIO_10_7,11437,TwoApproximation,CompressionApproach,OhnesorgeApproach,1000,609
 1745066175339,1140,1000,84.83111456298826,121.0,RATIO_10_7,8349,TwoApproximation,CompressionApproach,OhnesorgeApproach,825,316
 1745066186421,1950,1000,117.9388104248047,168.0,RATIO_10_7,8031,TwoApproximation,CompressionApproach,OhnesorgeApproach,987,963
 1745066196921,843,1000,69.41139308166504,99.0,RATIO_10_7,8516,TwoApproximation,CompressionApproach,OhnesorgeApproach,680,164
 1745066207882,623,1000,59.547575561523445,85.0,RATIO_10_7,8206,TwoApproximation,CompressionApproach,OhnesorgeApproach,555,68
 1745066218767,996,1000,77.31603088378905,110.0,RATIO_10_7,8992,TwoApproximation,CompressionApproach,OhnesorgeApproach,767,230
 1745066230285,983,1000,77.02708896446228,110.0,RATIO_10_7,12093,TwoApproximation,CompressionApproach,OhnesorgeApproach,766,217
 1745066244832,968,1000,73.67568850708007,105.0,RATIO_10_7,6934,TwoApproximation,CompressionApproach,OhnesorgeApproach,730,238
 1745066254174,1745,1000,105.91934226989744,151.0,RATIO_10_7,8501,TwoApproximation,CompressionApproach,OhnesorgeApproach,1053,692
 1745066265131,769,1000,67.01275488281252,95.0,RATIO_10_7,6814,TwoApproximation,CompressionApproach,OhnesorgeApproach,643,127
 1745066274368,1422,1000,92.38359941101075,131.0,RATIO_10_7,8466,TwoApproximation,CompressionApproach,OhnesorgeApproach,955,468
 1745066285326,1180,1000,83.45135807037353,119.0,RATIO_10_7,9469,TwoApproximation,CompressionApproach,OhnesorgeApproach,838,343
 1745066297226,1149,1000,81.54996757698059,116.0,RATIO_10_7,11161,TwoApproximation,CompressionApproach,OhnesorgeApproach,837,312
 1745066310875,795,1000,67.34502062988281,96.0,RATIO_10_7,6952,TwoApproximation,CompressionApproach,OhnesorgeApproach,641,155
 1745066320526,1423,1000,92.04289476776123,131.0,RATIO_10_7,9622,TwoApproximation,CompressionApproach,OhnesorgeApproach,960,463
 1745066332622,919,1000,73.90403466796876,105.0,RATIO_10_7,6930,TwoApproximation,CompressionApproach,OhnesorgeApproach,733,187
 1745066341984,587,1000,57.38338607788086,81.0,RATIO_10_7,5383,TwoApproximation,CompressionApproach,OhnesorgeApproach,517,70
 1745066350121,1262,1000,87.0165943145752,124.0,RATIO_10_7,8329,TwoApproximation,CompressionApproach,OhnesorgeApproach,878,385
 1745066360877,800,1000,68.43945736694336,97.0,RATIO_10_7,6613,TwoApproximation,CompressionApproach,OhnesorgeApproach,648,152
 1745066369916,682,1000,62.96195109558106,89.0,RATIO_10_7,7855,TwoApproximation,CompressionApproach,OhnesorgeApproach,572,111
 1745066380131,1636,1000,98.14359207153319,140.0,RATIO_10_7,8773,TwoApproximation,CompressionApproach,OhnesorgeApproach,1016,620
 1745066394033,1522,1000,94.20045735168458,134.0,RATIO_10_7,8637,TwoApproximation,CompressionApproach,OhnesorgeApproach,999,524
 1745066405816,1111,1000,80.19294966125489,114.0,RATIO_10_7,8142,TwoApproximation,CompressionApproach,OhnesorgeApproach,830,282
 1745066416631,1764,1000,106.50818351745605,152.0,RATIO_10_7,8530,TwoApproximation,CompressionApproach,OhnesorgeApproach,1015,749
 1745066434227,1305,1000,88.84765599060059,126.0,RATIO_10_7,8009,TwoApproximation,CompressionApproach,OhnesorgeApproach,895,410
 1745066444671,1861,1000,112.31639175415039,160.0,RATIO_10_7,8056,TwoApproximation,CompressionApproach,OhnesorgeApproach,1022,839
 1745066455237,1321,1000,89.0089803199768,127.0,RATIO_10_7,13950,TwoApproximation,CompressionApproach,OhnesorgeApproach,924,398
 1745066471721,1537,1000,95.48744441986085,136.0,RATIO_10_7,10265,TwoApproximation,CompressionApproach,OhnesorgeApproach,992,545
 1745066484767,1041,1000,77.63289678955078,110.0,RATIO_10_7,7319,TwoApproximation,CompressionApproach,OhnesorgeApproach,790,251
 1745066495833,1661,1000,101.65430419921876,145.0,RATIO_10_7,8237,TwoApproximation,CompressionApproach,OhnesorgeApproach,1038,623
 1745066507215,550,1000,55.72288436889649,79.0,RATIO_10_7,5374,TwoApproximation,CompressionApproach,OhnesorgeApproach,494,56
 1745066515172,1346,1000,89.0272147102356,127.0,RATIO_10_7,10984,TwoApproximation,CompressionApproach,OhnesorgeApproach,922,424
 1745066528627,1460,1000,93.13049446105958,133.0,RATIO_10_7,8530,TwoApproximation,CompressionApproach,OhnesorgeApproach,963,498
 1745066539830,1214,1000,84.33722032165527,120.0,RATIO_10_7,8897,TwoApproximation,CompressionApproach,OhnesorgeApproach,855,360
 1745066551416,1769,1000,106.0594458770752,151.0,RATIO_10_7,8411,TwoApproximation,CompressionApproach,OhnesorgeApproach,1002,767
 1745066562279,1181,1000,83.49597221374512,119.0,RATIO_10_7,9141,TwoApproximation,CompressionApproach,OhnesorgeApproach,829,353
 1745066573870,714,1000,64.87762393188476,92.0,RATIO_10_7,6155,TwoApproximation,CompressionApproach,OhnesorgeApproach,597,118
 1745066582419,1075,1000,82.04608700561525,117.0,RATIO_10_7,7037,TwoApproximation,CompressionApproach,OhnesorgeApproach,789,286
 1745066591872,701,1000,65.23302517700195,93.0,RATIO_10_7,7143,TwoApproximation,CompressionApproach,OhnesorgeApproach,604,97
 1745066601370,1511,1000,95.30416110992432,136.0,RATIO_10_7,9865,TwoApproximation,CompressionApproach,OhnesorgeApproach,996,516
 1745066613682,1360,1000,89.56733357238771,127.0,RATIO_10_7,10219,TwoApproximation,CompressionApproach,OhnesorgeApproach,920,440
 1745066624889,601,1000,59.13514987182617,84.0,RATIO_10_7,6618,TwoApproximation,CompressionApproach,OhnesorgeApproach,534,68
 1745066626420,1543,1000,96.39122074127198,137.0,RATIO_10_7,10010,TwoApproximation,CompressionApproach,OhnesorgeApproach,975,568
 1745066634290,1235,1000,85.66091918945312,122.0,RATIO_10_7,9040,TwoApproximation,CompressionApproach,OhnesorgeApproach,878,357
 1745066639174,891,1000,72.08225078582764,102.0,RATIO_10_7,9575,TwoApproximation,CompressionApproach,OhnesorgeApproach,707,184
 1745066645869,1250,1000,85.30828018188475,121.0,RATIO_10_7,8857,TwoApproximation,CompressionApproach,OhnesorgeApproach,873,378
 1745066658041,694,1000,65.62100663757325,93.0,RATIO_10_7,7469,TwoApproximation,CompressionApproach,OhnesorgeApproach,599,96
 1745066668997,1099,1000,82.04158324432373,117.0,RATIO_10_7,10718,TwoApproximation,CompressionApproach,OhnesorgeApproach,811,288
 1745066682221,991,1000,75.34032089996339,107.0,RATIO_10_7,8761,TwoApproximation,CompressionApproach,OhnesorgeApproach,744,247
 1745066694405,1237,1000,85.3152862548828,121.0,RATIO_10_7,8684,TwoApproximation,CompressionApproach,OhnesorgeApproach,869,368
 1745066705632,696,1000,62.65638024902344,89.0,RATIO_10_7,6913,TwoApproximation,CompressionApproach,OhnesorgeApproach,581,115
 1745066715148,1885,1000,115.73268623352051,165.0,RATIO_10_7,8833,TwoApproximation,CompressionApproach,OhnesorgeApproach,1054,831
 1745066726843,1772,1000,108.80974060058594,155.0,RATIO_10_7,8342,TwoApproximation,CompressionApproach,OhnesorgeApproach,1047,725
 1745066737808,1994,1000,121.7571413421631,173.0,RATIO_10_7,8083,TwoApproximation,CompressionApproach,OhnesorgeApproach,991,1003
 1745066748733,1561,1000,96.21249608421326,137.0,RATIO_10_7,12381,TwoApproximation,CompressionApproach,OhnesorgeApproach,1017,544
 1745066764604,996,1000,75.88810523986817,108.0,RATIO_10_7,8161,TwoApproximation,CompressionApproach,OhnesorgeApproach,779,217
 1745066775356,1116,1000,82.52124700927733,117.0,RATIO_10_7,8263,TwoApproximation,CompressionApproach,OhnesorgeApproach,819,298
 1745066786331,1650,1000,99.96798469543458,142.0,RATIO_10_7,9143,TwoApproximation,CompressionApproach,OhnesorgeApproach,1025,625
 1745066799095,1179,1000,83.9243318481445,119.0,RATIO_10_7,8231,TwoApproximation,CompressionApproach,OhnesorgeApproach,847,332
 1745066811287,1836,1000,110.62804176330567,158.0,RATIO_10_7,8266,TwoApproximation,CompressionApproach,OhnesorgeApproach,1021,815
 1745066822235,731,1000,62.27997925662994,88.0,RATIO_10_7,13751,TwoApproximation,CompressionApproach,OhnesorgeApproach,599,132
 1745066838390,1289,1000,88.18126161193848,125.0,RATIO_10_7,8314,TwoApproximation,CompressionApproach,OhnesorgeApproach,882,407
 1745066849404,804,1000,69.68103942871093,99.0,RATIO_10_7,7918,TwoApproximation,CompressionApproach,OhnesorgeApproach,652,153
 1745066859737,1787,1000,109.94376762390138,157.0,RATIO_10_7,8330,TwoApproximation,CompressionApproach,OhnesorgeApproach,1025,762
 1745066870587,1751,1000,107.48586303710937,153.0,RATIO_10_7,8315,TwoApproximation,CompressionApproach,OhnesorgeApproach,1043,708
 1745066881433,1716,1000,104.58531227111817,149.0,RATIO_10_7,8065,TwoApproximation,CompressionApproach,OhnesorgeApproach,1017,699
 1745066892597,634,1000,59.43838845825195,84.0,RATIO_10_7,7793,TwoApproximation,CompressionApproach,OhnesorgeApproach,554,80
 1745066903002,896,1000,73.20142650604248,104.0,RATIO_10_7,9073,TwoApproximation,CompressionApproach,OhnesorgeApproach,721,175
 1745066914505,1713,1000,102.17410888671876,145.0,RATIO_10_7,8083,TwoApproximation,CompressionApproach,OhnesorgeApproach,1000,713
 1745066925787,764,1000,67.06107588958741,95.0,RATIO_10_7,9277,TwoApproximation,CompressionApproach,OhnesorgeApproach,617,147
 1745066938035,1403,1000,91.82328994750976,131.0,RATIO_10_7,8831,TwoApproximation,CompressionApproach,OhnesorgeApproach,944,460
 1745066949545,1333,1000,89.59024221801758,127.0,RATIO_10_7,8175,TwoApproximation,CompressionApproach,OhnesorgeApproach,890,444
 1745066960597,949,1000,74.61978637695313,106.0,RATIO_10_7,7189,TwoApproximation,CompressionApproach,OhnesorgeApproach,749,200
 1745066971048,823,1000,69.23411047363281,98.0,RATIO_10_7,8783,TwoApproximation,CompressionApproach,OhnesorgeApproach,674,150
 1745066982250,547,1000,57.173532669067384,81.0,RATIO_10_7,6736,TwoApproximation,CompressionApproach,OhnesorgeApproach,486,61
 1745066991767,1847,1000,112.19659301757812,160.0,RATIO_10_7,8294,TwoApproximation,CompressionApproach,OhnesorgeApproach,1008,839
 1745067004765,999,1000,77.19577653884888,110.0,RATIO_10_7,9861,TwoApproximation,CompressionApproach,OhnesorgeApproach,755,245
 1745067017088,1452,1000,92.23256666564941,131.0,RATIO_10_7,9296,TwoApproximation,CompressionApproach,OhnesorgeApproach,945,507
 1745067028993,1920,1000,116.18548484802247,165.0,RATIO_10_7,7926,TwoApproximation,CompressionApproach,OhnesorgeApproach,997,923
 1745067039651,1602,1000,97.12279081726075,138.0,RATIO_10_7,11713,TwoApproximation,CompressionApproach,OhnesorgeApproach,1004,598
 1745067054536,1742,1000,105.20562606811524,150.0,RATIO_10_7,8075,TwoApproximation,CompressionApproach,OhnesorgeApproach,1030,712
 1745067065835,1549,1000,96.01375419616699,137.0,RATIO_10_7,9007,TwoApproximation,CompressionApproach,OhnesorgeApproach,982,567
 1745067077596,1863,1000,112.56208068847656,160.0,RATIO_10_7,7901,TwoApproximation,CompressionApproach,OhnesorgeApproach,994,869
 1745067088572,1485,1000,95.15943901824951,135.0,RATIO_10_7,12228,TwoApproximation,CompressionApproach,OhnesorgeApproach,987,498
 1745067103931,1427,1000,91.28854253387452,130.0,RATIO_10_7,9785,TwoApproximation,CompressionApproach,OhnesorgeApproach,964,463
 1745067118192,1574,1000,97.93162409973144,139.0,RATIO_10_7,8580,TwoApproximation,CompressionApproach,OhnesorgeApproach,994,580
 1745067129655,1189,1000,83.41391317749023,119.0,RATIO_10_7,8894,TwoApproximation,CompressionApproach,OhnesorgeApproach,872,317
 1745067141500,1549,1000,97.39307284545899,139.0,RATIO_10_7,8528,TwoApproximation,CompressionApproach,OhnesorgeApproach,1012,538
 1745067152504,1747,1000,104.92947982788087,149.0,RATIO_10_7,8985,TwoApproximation,CompressionApproach,OhnesorgeApproach,1004,743
 1745067165203,1129,1000,81.04234740829469,115.0,RATIO_10_7,11091,TwoApproximation,CompressionApproach,OhnesorgeApproach,844,285
 1745067178754,965,1000,75.03641796874999,107.0,RATIO_10_7,7054,TwoApproximation,CompressionApproach,OhnesorgeApproach,739,226
 1745067188988,886,1000,72.71816680908205,103.0,RATIO_10_7,7600,TwoApproximation,CompressionApproach,OhnesorgeApproach,681,206
 1745067200488,989,1000,74.86682507324218,106.0,RATIO_10_7,8666,TwoApproximation,CompressionApproach,OhnesorgeApproach,746,244
 1745067211843,1200,1000,84.25458996582032,120.0,RATIO_10_7,10299,TwoApproximation,CompressionApproach,OhnesorgeApproach,853,348
 1745067225698,745,1000,65.85977363586426,94.0,RATIO_10_7,8947,TwoApproximation,CompressionApproach,OhnesorgeApproach,641,105
 1745067241187,1962,1000,118.04744148254395,168.0,RATIO_10_7,8094,TwoApproximation,CompressionApproach,OhnesorgeApproach,963,999
 1745067252212,665,1000,62.960125213623044,89.0,RATIO_10_7,6580,TwoApproximation,CompressionApproach,OhnesorgeApproach,554,112
 1745067261439,1048,1000,79.7789586791992,113.0,RATIO_10_7,6986,TwoApproximation,CompressionApproach,OhnesorgeApproach,796,252
 1745067271787,1506,1000,94.82228628396987,135.0,RATIO_10_7,15450,TwoApproximation,CompressionApproach,OhnesorgeApproach,976,531
 1745067289898,1014,1000,76.77651104736327,109.0,RATIO_10_7,7343,TwoApproximation,CompressionApproach,OhnesorgeApproach,779,236
 1745067299695,1775,1000,107.90211288452147,154.0,RATIO_10_7,8556,TwoApproximation,CompressionApproach,OhnesorgeApproach,1022,753
 1745067310742,967,1000,76.59478036499024,109.0,RATIO_10_7,6981,TwoApproximation,CompressionApproach,OhnesorgeApproach,732,235
 1745067320468,1943,1000,120.50433082580565,172.0,RATIO_10_7,8549,TwoApproximation,CompressionApproach,OhnesorgeApproach,1012,931
 1745067331599,1537,1000,96.39332744598389,137.0,RATIO_10_7,9512,TwoApproximation,CompressionApproach,OhnesorgeApproach,975,563
 1745067343548,1770,1000,106.68686637878417,152.0,RATIO_10_7,8257,TwoApproximation,CompressionApproach,OhnesorgeApproach,1025,745
 1745067354754,1060,1000,80.57544839477538,115.0,RATIO_10_7,7124,TwoApproximation,CompressionApproach,OhnesorgeApproach,784,276
 1745067364702,756,1000,67.23381658172607,96.0,RATIO_10_7,7851,TwoApproximation,CompressionApproach,OhnesorgeApproach,625,131
 1745067376399,847,1000,70.99090438842774,101.0,RATIO_10_7,7539,TwoApproximation,CompressionApproach,OhnesorgeApproach,674,174
 1745067386594,1272,1000,87.5312982711792,125.0,RATIO_10_7,9795,TwoApproximation,CompressionApproach,OhnesorgeApproach,896,376
 1745067402305,637,1000,60.080672607421874,85.0,RATIO_10_7,7622,TwoApproximation,CompressionApproach,OhnesorgeApproach,530,107
 1745067412343,1363,1000,88.54215321350097,126.0,RATIO_10_7,9862,TwoApproximation,CompressionApproach,OhnesorgeApproach,899,464
 1745067424850,918,1000,73.14709758758545,104.0,RATIO_10_7,8079,TwoApproximation,CompressionApproach,OhnesorgeApproach,697,221
 1745067436336,661,1000,60.813918823242204,86.0,RATIO_10_7,6042,TwoApproximation,CompressionApproach,OhnesorgeApproach,555,107
 1745067444742,1104,1000,79.94230445861817,114.0,RATIO_10_7,8205,TwoApproximation,CompressionApproach,OhnesorgeApproach,818,286
 1745067457195,854,1000,71.72397857666016,102.0,RATIO_10_7,7919,TwoApproximation,CompressionApproach,OhnesorgeApproach,680,174
 1745067467638,1316,1000,88.94318009948731,127.0,RATIO_10_7,8922,TwoApproximation,CompressionApproach,OhnesorgeApproach,894,423
 1745067479739,1299,1000,88.513548286438,126.0,RATIO_10_7,9360,TwoApproximation,CompressionApproach,OhnesorgeApproach,882,418
 1745067491958,1986,1000,120.66981552124024,172.0,RATIO_10_7,7920,TwoApproximation,CompressionApproach,OhnesorgeApproach,990,996
 1745067502452,607,1000,57.6622248840332,82.0,RATIO_10_7,6662,TwoApproximation,CompressionApproach,OhnesorgeApproach,537,70
 1745067511556,1523,1000,96.145789642334,137.0,RATIO_10_7,9469,TwoApproximation,CompressionApproach,OhnesorgeApproach,981,543
 1745067523544,852,1000,70.69208938598634,100.0,RATIO_10_7,6742,TwoApproximation,CompressionApproach,OhnesorgeApproach,687,165
 1745067534009,1532,1000,95.11877109527586,135.0,RATIO_10_7,9630,TwoApproximation,CompressionApproach,OhnesorgeApproach,985,547
 1745067546356,911,1000,72.40299507904052,103.0,RATIO_10_7,9957,TwoApproximation,CompressionApproach,OhnesorgeApproach,699,212
 1745067558700,871,1000,71.18220184326174,101.0,RATIO_10_7,6253,TwoApproximation,CompressionApproach,OhnesorgeApproach,681,190
 1745067568952,1513,1000,94.02517646217348,134.0,RATIO_10_7,11695,TwoApproximation,CompressionApproach,OhnesorgeApproach,972,541
 1745067583159,1596,1000,97.13588655090332,138.0,RATIO_10_7,10889,TwoApproximation,CompressionApproach,OhnesorgeApproach,1022,575
 1745067596792,1396,1000,91.01603877067564,130.0,RATIO_10_7,11357,TwoApproximation,CompressionApproach,OhnesorgeApproach,945,452
 1745067610634,1137,1000,81.0487337036133,115.0,RATIO_10_7,8049,TwoApproximation,CompressionApproach,OhnesorgeApproach,840,298
 1745067621105,687,1000,61.57991970825195,87.0,RATIO_10_7,6699,TwoApproximation,CompressionApproach,OhnesorgeApproach,586,101
 1745067630205,1005,1000,77.67810762023926,110.0,RATIO_10_7,7628,TwoApproximation,CompressionApproach,OhnesorgeApproach,783,223
 1745067640347,1104,1000,80.42393641662596,114.0,RATIO_10_7,8426,TwoApproximation,CompressionApproach,OhnesorgeApproach,802,303
 1745067652249,1455,1000,92.05427680969237,131.0,RATIO_10_7,8492,TwoApproximation,CompressionApproach,OhnesorgeApproach,955,501
 1745067663231,1029,1000,77.69616239929198,110.0,RATIO_10_7,7765,TwoApproximation,CompressionApproach,OhnesorgeApproach,764,266
 1745067673395,1609,1000,98.30144635009766,140.0,RATIO_10_7,9464,TwoApproximation,CompressionApproach,OhnesorgeApproach,1004,605
 1745067685391,1753,1000,105.39446136474609,150.0,RATIO_10_7,8114,TwoApproximation,CompressionApproach,OhnesorgeApproach,1021,732
 1745067695992,778,1000,68.27769981384276,97.0,RATIO_10_7,7442,TwoApproximation,CompressionApproach,OhnesorgeApproach,631,147
 1745067707640,1910,1000,116.67381698608398,166.0,RATIO_10_7,7793,TwoApproximation,CompressionApproach,OhnesorgeApproach,1000,910
 1745067719244,1930,1000,116.95808517456055,167.0,RATIO_10_7,7608,TwoApproximation,CompressionApproach,OhnesorgeApproach,988,942
 1745067729398,1365,1000,89.0536290664673,127.0,RATIO_10_7,9749,TwoApproximation,CompressionApproach,OhnesorgeApproach,923,443
 1745067741950,1341,1000,89.00143943309784,127.0,RATIO_10_7,13049,TwoApproximation,CompressionApproach,OhnesorgeApproach,911,430
 1745067757443,1722,1000,103.40966026306153,147.0,RATIO_10_7,8615,TwoApproximation,CompressionApproach,OhnesorgeApproach,1026,696
 1745067768750,1990,1000,120.29519065856934,171.0,RATIO_10_7,8224,TwoApproximation,CompressionApproach,OhnesorgeApproach,980,1010
 1745067779499,1909,1000,114.99257369995118,164.0,RATIO_10_7,8183,TwoApproximation,CompressionApproach,OhnesorgeApproach,990,919
 1745067790342,1759,1000,106.88382362365722,152.0,RATIO_10_7,8115,TwoApproximation,CompressionApproach,OhnesorgeApproach,1022,737
 1745067801059,1875,1000,112.59355323791505,160.0,RATIO_10_7,8600,TwoApproximation,CompressionApproach,OhnesorgeApproach,983,892
 1745067812156,1311,1000,89.00113001680376,127.0,RATIO_10_7,13595,TwoApproximation,CompressionApproach,OhnesorgeApproach,939,372
 1745067828204,1752,1000,104.44114768981933,149.0,RATIO_10_7,8194,TwoApproximation,CompressionApproach,OhnesorgeApproach,1013,739
 1745067838908,1817,1000,109.41381050109862,156.0,RATIO_10_7,8206,TwoApproximation,CompressionApproach,OhnesorgeApproach,1042,775
 1745067849736,996,1000,75.33008572387695,107.0,RATIO_10_7,7003,TwoApproximation,CompressionApproach,OhnesorgeApproach,770,227
 1745067859148,1114,1000,81.22732437324525,116.0,RATIO_10_7,12032,TwoApproximation,CompressionApproach,OhnesorgeApproach,829,286
 1745067873687,1231,1000,85.47138539886475,122.0,RATIO_10_7,8863,TwoApproximation,CompressionApproach,OhnesorgeApproach,863,369
 1745067885507,1345,1000,90.02054795742035,128.0,RATIO_10_7,14015,TwoApproximation,CompressionApproach,OhnesorgeApproach,909,437
 1745067901997,1855,1000,112.20674545288085,160.0,RATIO_10_7,8120,TwoApproximation,CompressionApproach,OhnesorgeApproach,997,858
 1745067912634,883,1000,72.23422454833984,103.0,RATIO_10_7,9663,TwoApproximation,CompressionApproach,OhnesorgeApproach,696,187
 1745067924699,1876,1000,112.62401054382326,160.0,RATIO_10_7,7879,TwoApproximation,CompressionApproach,OhnesorgeApproach,989,887
 1745067935343,1606,1000,97.30734147262572,139.0,RATIO_10_7,10696,TwoApproximation,CompressionApproach,OhnesorgeApproach,1034,573
 1745067949147,1705,1000,102.1761393737793,145.0,RATIO_10_7,8851,TwoApproximation,CompressionApproach,OhnesorgeApproach,1033,672
 1745067960533,969,1000,75.83229113769531,108.0,RATIO_10_7,6982,TwoApproximation,CompressionApproach,OhnesorgeApproach,747,223
 1745067969949,695,1000,63.10930617904663,90.0,RATIO_10_7,8875,TwoApproximation,CompressionApproach,OhnesorgeApproach,619,77
 1745067981535,515,1000,53.02932701110839,75.0,RATIO_10_7,6093,TwoApproximation,CompressionApproach,OhnesorgeApproach,464,51
 1745067991193,1141,1000,83.08841598510742,118.0,RATIO_10_7,9546,TwoApproximation,CompressionApproach,OhnesorgeApproach,856,286
 1745068003302,1910,1000,115.93370445251463,165.0,RATIO_10_7,8399,TwoApproximation,CompressionApproach,OhnesorgeApproach,1022,888
 1745068014301,1258,1000,88.6618537902832,126.0,RATIO_10_7,8353,TwoApproximation,CompressionApproach,OhnesorgeApproach,884,374
 1745068026694,902,1000,72.18153033447265,103.0,RATIO_10_7,8263,TwoApproximation,CompressionApproach,OhnesorgeApproach,718,185
 1745068037599,1340,1000,89.62322077941896,128.0,RATIO_10_7,8535,TwoApproximation,CompressionApproach,OhnesorgeApproach,893,447
