InstanceID,"_id","_index","_score","_type",achivedMakespan,approximation,bigJobs,estimatedOptimum,fptas,jobs,machines,milliseconds,shelvesAlgo,smallJobs
"1,677,355,190,127","c-grioYBidAx9Qr1YCwW","radix-testdata-2023-02-25",1,"_doc",59,TwoApproximation,39,"39.568",CompressionApproach,39,59,"14,769",FelixApproach,0
"1,677,355,204,907",dOgrioYBidAx9Qr1YCwW,"radix-testdata-2023-02-25",1,"_doc",55,TwoApproximation,38,"36.201",CompressionApproach,38,61,"14,630",FelixApproach,0
"1,677,355,219,548",degrioYBidAx9Qr1YCwW,"radix-testdata-2023-02-25",1,"_doc",57,TwoApproximation,35,"38.664",CompressionApproach,35,50,"6,474",FelixApproach,0
"1,677,355,226,037",dugrioYBidAx9Qr1YCwW,"radix-testdata-2023-02-25",1,"_doc",53,TwoApproximation,37,"35.985",CompressionApproach,37,52,"5,116",FelixApproach,0
"1,677,355,232,438","d-grioYBidAx9Qr1YCwW","radix-testdata-2023-02-25",1,"_doc",45,TwoApproximation,33,"30.543",CompressionApproach,33,55,"10,971",FelixApproach,0
"1,677,355,243,431",eOgrioYBidAx9Qr1YCwW,"radix-testdata-2023-02-25",1,"_doc",55,TwoApproximation,41,"36.767",CompressionApproach,41,65,"15,549",FelixApproach,0
"1,677,355,259,005",eegrioYBidAx9Qr1YCwW,"radix-testdata-2023-02-25",1,"_doc",54,TwoApproximation,40,"36.634",CompressionApproach,40,65,"11,028",FelixApproach,0
"1,677,355,270,058",eugrioYBidAx9Qr1YCwW,"radix-testdata-2023-02-25",1,"_doc",63,TwoApproximation,42,"42.003",CompressionApproach,43,61,"7,587",FelixApproach,1
"1,677,355,277,663","e-grioYBidAx9Qr1YCwW","radix-testdata-2023-02-25",1,"_doc",45,TwoApproximation,32,"30.625",CompressionApproach,32,58,"11,577",FelixApproach,0
"1,677,355,289,256",fOgrioYBidAx9Qr1YCwW,"radix-testdata-2023-02-25",1,"_doc",65,TwoApproximation,47,"43.465",CompressionApproach,48,62,"13,449",FelixApproach,1
"1,677,355,302,730",fegrioYBidAx9Qr1YCwW,"radix-testdata-2023-02-25",1,"_doc",57,TwoApproximation,40,"38.112",CompressionApproach,40,67,"13,561",FelixApproach,0
"1,677,355,316,315",fugrioYBidAx9Qr1YCwW,"radix-testdata-2023-02-25",1,"_doc",61,TwoApproximation,49,"41.313",CompressionApproach,49,69,"14,326",FelixApproach,0
"1,677,355,330,668","f-grioYBidAx9Qr1YCwW","radix-testdata-2023-02-25",1,"_doc",74,TwoApproximation,38,"50.38",CompressionApproach,44,53,"4,109",FelixApproach,6
"1,677,355,334,794",gOgrioYBidAx9Qr1YCwW,"radix-testdata-2023-02-25",1,"_doc",57,TwoApproximation,33,"38.585",CompressionApproach,33,52,"7,036",FelixApproach,0
"1,677,356,516,402","Ueg_ioYBidAx9Qr1Xi_B","radix-testdata-2023-02-25",1,"_doc",103,TwoApproximation,59,"69.042",DoubleCompressionApproach,71,62,"8,467",KilianApproach,12
"1,677,356,584,878","Uug_ioYBidAx9Qr1Xi_B","radix-testdata-2023-02-25",1,"_doc",125,TwoApproximation,51,"83.686",DoubleCompressionApproach,74,50,"3,741",KilianApproach,23
"1,677,356,588,635","U-g_ioYBidAx9Qr1Xi_B","radix-testdata-2023-02-25",1,"_doc",119,TwoApproximation,59,"79.631",DoubleCompressionApproach,78,59,"8,113",KilianApproach,19
"1,677,356,596,755","VOg_ioYBidAx9Qr1Xi_B","radix-testdata-2023-02-25",1,"_doc",98,TwoApproximation,58,"67.556",DoubleCompressionApproach,63,59,"7,418",KilianApproach,5
"1,677,356,604,184","Veg_ioYBidAx9Qr1Xi_B","radix-testdata-2023-02-25",1,"_doc",116,TwoApproximation,58,"77.507",DoubleCompressionApproach,78,56,"7,006",KilianApproach,20
"1,677,356,611,203","Vug_ioYBidAx9Qr1Xi_B","radix-testdata-2023-02-25",1,"_doc",87,TwoApproximation,55,"58.523",DoubleCompressionApproach,62,65,"8,051",KilianApproach,7
"1,677,356,619,265","V-g_ioYBidAx9Qr1Xi_B","radix-testdata-2023-02-25",1,"_doc",95,TwoApproximation,61,"63.715",DoubleCompressionApproach,75,68,"11,225",KilianApproach,14
"1,677,356,630,497","WOg_ioYBidAx9Qr1Xi_B","radix-testdata-2023-02-25",1,"_doc",97,TwoApproximation,65,"65.002",DoubleCompressionApproach,76,66,"11,431",KilianApproach,11
"1,677,356,641,943","Weg_ioYBidAx9Qr1Xi_B","radix-testdata-2023-02-25",1,"_doc",117,TwoApproximation,52,"78.648",DoubleCompressionApproach,74,54,"6,481",KilianApproach,22
"1,677,356,648,438","Wug_ioYBidAx9Qr1Xi_B","radix-testdata-2023-02-25",1,"_doc",132,TwoApproximation,55,"88.338",DoubleCompressionApproach,73,50,"4,228",KilianApproach,18
"1,677,356,546,600","W-g_ioYBidAx9Qr1qi9p","radix-testdata-2023-02-25",1,"_doc",97,TwoApproximation,65,"65.113",CompressionApproach,76,66,"20,001",FelixApproach,11
"1,677,356,566,624","XOg_ioYBidAx9Qr1qi9p","radix-testdata-2023-02-25",1,"_doc",88,TwoApproximation,55,"58.852",CompressionApproach,62,65,"14,063",FelixApproach,7
"1,677,356,580,707","Xeg_ioYBidAx9Qr1qi9p","radix-testdata-2023-02-25",1,"_doc",83,TwoApproximation,48,"55.354",CompressionApproach,54,58,"10,251",FelixApproach,6
"1,677,356,590,966","Xug_ioYBidAx9Qr1qi9p","radix-testdata-2023-02-25",1,"_doc",101,TwoApproximation,58,"67.836",CompressionApproach,63,59,"11,532",FelixApproach,5
"1,677,356,602,518","X-g_ioYBidAx9Qr1qi9p","radix-testdata-2023-02-25",1,"_doc",116,TwoApproximation,58,"77.715",CompressionApproach,78,56,"8,779",FelixApproach,20
"1,677,356,611,318","YOg_ioYBidAx9Qr1qi9p","radix-testdata-2023-02-25",1,"_doc",95,TwoApproximation,61,"63.824",CompressionApproach,75,68,"21,236",FelixApproach,14
"1,677,356,632,580","Yeg_ioYBidAx9Qr1qi9p","radix-testdata-2023-02-25",1,"_doc",132,TwoApproximation,55,"88.376",CompressionApproach,73,50,"6,227",FelixApproach,18
"1,677,356,638,827","Yug_ioYBidAx9Qr1qi9p","radix-testdata-2023-02-25",1,"_doc",118,TwoApproximation,52,"79.003",CompressionApproach,74,54,"7,220",FelixApproach,22
"1,677,356,646,056","Y-g_ioYBidAx9Qr1qi9p","radix-testdata-2023-02-25",1,"_doc",113,TwoApproximation,52,"75.661",CompressionApproach,73,55,"11,294",FelixApproach,21
"1,677,356,657,359","ZOg_ioYBidAx9Qr1qi9p","radix-testdata-2023-02-25",1,"_doc",72,TwoApproximation,48,"48.301",CompressionApproach,57,67,"14,662",FelixApproach,9
"1,677,356,652,779",ZehBioYBidAx9Qr1ei9T,"radix-testdata-2023-02-25",1,"_doc",106,TwoApproximation,52,"75.402",DoubleCompressionApproach,73,55,"6,537",KilianApproach,21
"1,677,356,659,328",ZuhBioYBidAx9Qr1ei9T,"radix-testdata-2023-02-25",1,"_doc",71,TwoApproximation,49,"47.846",DoubleCompressionApproach,57,67,"12,130",KilianApproach,8
"1,677,356,671,464","Z-hBioYBidAx9Qr1ei9T","radix-testdata-2023-02-25",1,"_doc",83,TwoApproximation,48,"54.976",DoubleCompressionApproach,54,58,"6,302",KilianApproach,6
"1,677,356,677,779",aOhBioYBidAx9Qr1ei9T,"radix-testdata-2023-02-25",1,"_doc",87,TwoApproximation,52,"58.061",DoubleCompressionApproach,60,62,"7,240",KilianApproach,8
"1,677,356,685,025",aehBioYBidAx9Qr1ei9T,"radix-testdata-2023-02-25",1,"_doc",69,TwoApproximation,51,"45.506",DoubleCompressionApproach,51,63,"10,483",KilianApproach,0
"1,677,356,695,521",auhBioYBidAx9Qr1ei9T,"radix-testdata-2023-02-25",1,"_doc",114,TwoApproximation,54,"76.576",DoubleCompressionApproach,74,57,"5,588",KilianApproach,20
"1,677,356,701,123","a-hBioYBidAx9Qr1ei9T","radix-testdata-2023-02-25",1,"_doc",107,TwoApproximation,51,"71.781",DoubleCompressionApproach,67,53,"5,512",KilianApproach,16
"1,677,356,706,649",bOhBioYBidAx9Qr1ei9T,"radix-testdata-2023-02-25",1,"_doc",88,TwoApproximation,62,"58.961",DoubleCompressionApproach,69,67,"10,916",KilianApproach,7
"1,677,356,777,579",behBioYBidAx9Qr1ei9T,"radix-testdata-2023-02-25",1,"_doc",95,TwoApproximation,56,"63.131",DoubleCompressionApproach,65,61,"8,668",KilianApproach,9
"1,677,356,786,260",buhBioYBidAx9Qr1ei9T,"radix-testdata-2023-02-25",1,"_doc",94,TwoApproximation,44,"63.02",DoubleCompressionApproach,60,52,"4,538",KilianApproach,16
"1,677,356,672,101","b-hBioYBidAx9Qr1zi94","radix-testdata-2023-02-25",1,"_doc",87,TwoApproximation,52,"58.433",CompressionApproach,60,62,"11,887",FelixApproach,8
"1,677,356,684,007",cOhBioYBidAx9Qr1zi94,"radix-testdata-2023-02-25",1,"_doc",69,TwoApproximation,51,"45.817",CompressionApproach,51,63,"12,652",FelixApproach,0
"1,677,356,696,676",cehBioYBidAx9Qr1zi94,"radix-testdata-2023-02-25",1,"_doc",107,TwoApproximation,51,"71.981",CompressionApproach,67,53,"9,462",FelixApproach,16
"1,677,356,706,147",cuhBioYBidAx9Qr1zi94,"radix-testdata-2023-02-25",1,"_doc",88,TwoApproximation,62,"59.316",CompressionApproach,69,67,"13,684",FelixApproach,7
"1,677,356,719,852","c-hBioYBidAx9Qr1zi94","radix-testdata-2023-02-25",1,"_doc",69,TwoApproximation,54,"46.417",CompressionApproach,57,67,"11,280",FelixApproach,3
"1,677,356,731,140",dOhBioYBidAx9Qr1zi94,"radix-testdata-2023-02-25",1,"_doc",81,TwoApproximation,57,"54.555",CompressionApproach,61,67,"19,017",FelixApproach,4
"1,677,356,750,166",dehBioYBidAx9Qr1zi94,"radix-testdata-2023-02-25",1,"_doc",95,TwoApproximation,56,"63.367",CompressionApproach,65,61,"15,577",FelixApproach,9
"1,677,356,765,763",duhBioYBidAx9Qr1zi94,"radix-testdata-2023-02-25",1,"_doc",94,TwoApproximation,44,"63.278",CompressionApproach,60,52,"14,029",FelixApproach,16
"1,677,356,779,810","d-hBioYBidAx9Qr1zi94","radix-testdata-2023-02-25",1,"_doc",102,TwoApproximation,51,"68.375",CompressionApproach,60,58,"17,474",FelixApproach,9
"1,677,356,797,299",eOhBioYBidAx9Qr1zi94,"radix-testdata-2023-02-25",1,"_doc",111,TwoApproximation,60,"74.274",CompressionApproach,76,61,"15,056",FelixApproach,16
"1,677,356,790,872","eehCioYBidAx9Qr18y_S","radix-testdata-2023-02-25",1,"_doc",81,TwoApproximation,57,"54.347",DoubleCompressionApproach,61,67,"11,386",KilianApproach,4
"1,677,356,802,265","euhCioYBidAx9Qr18y_S","radix-testdata-2023-02-25",1,"_doc",108,TwoApproximation,60,"74.194",DoubleCompressionApproach,76,61,"10,484",KilianApproach,16
"1,677,356,812,770","e-hCioYBidAx9Qr18y_S","radix-testdata-2023-02-25",1,"_doc",69,TwoApproximation,54,"46.125",DoubleCompressionApproach,57,67,"13,104",KilianApproach,3
"1,677,356,825,886","fOhCioYBidAx9Qr18y_S","radix-testdata-2023-02-25",1,"_doc",75,TwoApproximation,53,"50.116",DoubleCompressionApproach,58,69,"12,467",KilianApproach,5
"1,677,356,838,359","fehCioYBidAx9Qr18y_S","radix-testdata-2023-02-25",1,"_doc",99,TwoApproximation,51,"68.157",DoubleCompressionApproach,60,58,"7,835",KilianApproach,9
"1,677,356,846,198","fuhCioYBidAx9Qr18y_S","radix-testdata-2023-02-25",1,"_doc",83,TwoApproximation,49,"55.78",DoubleCompressionApproach,55,59,"8,132",KilianApproach,6
"1,677,356,854,337","f-hCioYBidAx9Qr18y_S","radix-testdata-2023-02-25",1,"_doc",96,TwoApproximation,53,"64.174",DoubleCompressionApproach,62,62,"12,076",KilianApproach,9
"1,677,356,866,424","gOhCioYBidAx9Qr18y_S","radix-testdata-2023-02-25",1,"_doc",99,TwoApproximation,47,"65.771",DoubleCompressionApproach,60,52,"4,413",KilianApproach,13
"1,677,356,870,851","gehCioYBidAx9Qr18y_S","radix-testdata-2023-02-25",1,"_doc",98,TwoApproximation,58,"67.003",DoubleCompressionApproach,71,59,"8,210",KilianApproach,13
"1,677,356,879,074","guhCioYBidAx9Qr18y_S","radix-testdata-2023-02-25",1,"_doc",85,TwoApproximation,54,"56.21",DoubleCompressionApproach,60,63,"8,389",KilianApproach,6
"1,677,356,812,397","g-hDioYBidAx9Qr1qC9_","radix-testdata-2023-02-25",1,"_doc",100,TwoApproximation,58,"67.32",CompressionApproach,71,59,"12,985",FelixApproach,13
"1,677,356,825,391","hOhDioYBidAx9Qr1qC9_","radix-testdata-2023-02-25",1,"_doc",75,TwoApproximation,53,"50.539",CompressionApproach,58,69,"13,391",FelixApproach,5
"1,677,356,838,807","hehDioYBidAx9Qr1qC9_","radix-testdata-2023-02-25",1,"_doc",85,TwoApproximation,49,"56.149",CompressionApproach,55,59,"10,846",FelixApproach,6
"1,677,356,849,670","huhDioYBidAx9Qr1qC9_","radix-testdata-2023-02-25",1,"_doc",96,TwoApproximation,53,"64.489",CompressionApproach,62,62,"15,071",FelixApproach,9
"1,677,356,864,760","h-hDioYBidAx9Qr1qC9_","radix-testdata-2023-02-25",1,"_doc",99,TwoApproximation,46,"66.14",CompressionApproach,60,52,"9,641",FelixApproach,14
"1,677,356,874,410","iOhDioYBidAx9Qr1qC9_","radix-testdata-2023-02-25",1,"_doc",85,TwoApproximation,54,"56.404",CompressionApproach,60,63,"14,815",FelixApproach,6
"1,677,356,889,244","iehDioYBidAx9Qr1qC9_","radix-testdata-2023-02-25",1,"_doc",85,TwoApproximation,55,"57.026",CompressionApproach,60,61,"15,388",FelixApproach,5
"1,677,356,904,650","iuhDioYBidAx9Qr1qC9_","radix-testdata-2023-02-25",1,"_doc",128,TwoApproximation,50,"85.372",CompressionApproach,74,53,"11,328",FelixApproach,24
"1,677,356,915,987","i-hDioYBidAx9Qr1qC9_","radix-testdata-2023-02-25",1,"_doc",106,TwoApproximation,49,"71.026",CompressionApproach,62,54,"5,532",FelixApproach,13
"1,677,356,921,528","jOhDioYBidAx9Qr1qC9_","radix-testdata-2023-02-25",1,"_doc",121,TwoApproximation,56,"80.691",CompressionApproach,74,54,"12,180",FelixApproach,18
"1,677,356,947,500",jehEioYBidAx9Qr15y9M,"radix-testdata-2023-02-25",1,"_doc",85,TwoApproximation,55,"56.733",DoubleCompressionApproach,60,61,"8,943",KilianApproach,5
"1,677,356,956,454",juhEioYBidAx9Qr15y9M,"radix-testdata-2023-02-25",1,"_doc",86,TwoApproximation,50,"57.682",DoubleCompressionApproach,57,58,"7,063",KilianApproach,7
"1,677,356,963,530","j-hEioYBidAx9Qr15y9M","radix-testdata-2023-02-25",1,"_doc",100,TwoApproximation,49,"70.668",DoubleCompressionApproach,62,54,"5,360",KilianApproach,13
"1,677,356,968,903",kOhEioYBidAx9Qr15y9M,"radix-testdata-2023-02-25",1,"_doc",105,TwoApproximation,50,"70.798",DoubleCompressionApproach,67,54,"6,358",KilianApproach,17
"1,677,356,975,275",kehEioYBidAx9Qr15y9M,"radix-testdata-2023-02-25",1,"_doc",120,TwoApproximation,56,"80.501",DoubleCompressionApproach,74,54,"6,244",KilianApproach,18
"1,677,356,981,532",kuhEioYBidAx9Qr15y9M,"radix-testdata-2023-02-25",1,"_doc",75,TwoApproximation,54,"50.652",DoubleCompressionApproach,58,65,"7,383",KilianApproach,4
"1,677,356,988,922","k-hEioYBidAx9Qr15y9M","radix-testdata-2023-02-25",1,"_doc",139,TwoApproximation,55,"93.258",DoubleCompressionApproach,73,51,"4,865",KilianApproach,18
"1,677,356,993,797",lOhEioYBidAx9Qr15y9M,"radix-testdata-2023-02-25",1,"_doc",77,TwoApproximation,48,"51.758",DoubleCompressionApproach,51,58,"7,022",KilianApproach,3
"1,677,357,000,831",lehEioYBidAx9Qr15y9M,"radix-testdata-2023-02-25",1,"_doc",91,TwoApproximation,53,"60.324",DoubleCompressionApproach,59,60,"7,343",KilianApproach,6
"1,677,357,008,180",luhEioYBidAx9Qr15y9M,"radix-testdata-2023-02-25",1,"_doc",115,TwoApproximation,59,"76.916",DoubleCompressionApproach,70,58,"7,148",KilianApproach,11
"1,677,356,933,747","l-hFioYBidAx9Qr1SS_e","radix-testdata-2023-02-25",1,"_doc",86,TwoApproximation,50,"57.909",CompressionApproach,57,58,"12,233",FelixApproach,7
"1,677,356,945,988","mOhFioYBidAx9Qr1SS_e","radix-testdata-2023-02-25",1,"_doc",91,TwoApproximation,53,"60.615",CompressionApproach,59,60,"15,495",FelixApproach,6
"1,677,356,961,502","mehFioYBidAx9Qr1SS_e","radix-testdata-2023-02-25",1,"_doc",130,TwoApproximation,52,"87.109",CompressionApproach,75,52,"5,471",FelixApproach,23
"1,677,356,966,982","muhFioYBidAx9Qr1SS_e","radix-testdata-2023-02-25",1,"_doc",106,TwoApproximation,50,"71.019",CompressionApproach,67,54,"8,760",FelixApproach,17
"1,677,356,975,762","m-hFioYBidAx9Qr1SS_e","radix-testdata-2023-02-25",1,"_doc",77,TwoApproximation,54,"51.001",CompressionApproach,58,65,"12,377",FelixApproach,4
"1,677,356,988,158","nOhFioYBidAx9Qr1SS_e","radix-testdata-2023-02-25",1,"_doc",139,TwoApproximation,55,"93.258",CompressionApproach,73,51,"4,975",FelixApproach,18
"1,677,356,993,154","nehFioYBidAx9Qr1SS_e","radix-testdata-2023-02-25",1,"_doc",78,TwoApproximation,47,"52.061",CompressionApproach,51,58,"14,333",FelixApproach,4
"1,677,357,007,505","nuhFioYBidAx9Qr1SS_e","radix-testdata-2023-02-25",1,"_doc",115,TwoApproximation,59,"77.048",CompressionApproach,70,58,"18,019",FelixApproach,11
"1,677,357,025,544","n-hFioYBidAx9Qr1SS_e","radix-testdata-2023-02-25",1,"_doc",91,TwoApproximation,46,"61.136",CompressionApproach,56,52,"7,040",FelixApproach,10
"1,677,357,032,602","oOhFioYBidAx9Qr1SS_e","radix-testdata-2023-02-25",1,"_doc",81,TwoApproximation,47,"53.622",CompressionApproach,52,54,"7,953",FelixApproach,5
"1,677,357,040,594","oehHioYBidAx9Qr1PS-Y","radix-testdata-2023-02-25",1,"_doc",77,TwoApproximation,51,"51.963",CompressionApproach,55,64,"9,714",FelixApproach,4
"1,677,357,050,317","ouhHioYBidAx9Qr1PS-Y","radix-testdata-2023-02-25",1,"_doc",101,TwoApproximation,61,"67.891",CompressionApproach,70,63,"16,095",FelixApproach,9
"1,677,357,066,432","o-hHioYBidAx9Qr1PS-Y","radix-testdata-2023-02-25",1,"_doc",91,TwoApproximation,56,"60.865",CompressionApproach,61,59,"12,369",FelixApproach,5
"1,677,357,078,820","pOhHioYBidAx9Qr1PS-Y","radix-testdata-2023-02-25",1,"_doc",83,TwoApproximation,58,"55.489",CompressionApproach,64,66,"13,290",FelixApproach,6
"1,677,357,092,129","pehHioYBidAx9Qr1PS-Y","radix-testdata-2023-02-25",1,"_doc",113,TwoApproximation,55,"75.574",CompressionApproach,70,54,"13,031",FelixApproach,15
"1,677,357,105,181","puhHioYBidAx9Qr1PS-Y","radix-testdata-2023-02-25",1,"_doc",117,TwoApproximation,50,"78.38",CompressionApproach,69,51,"7,821",FelixApproach,19
"1,677,357,113,022","p-hHioYBidAx9Qr1PS-Y","radix-testdata-2023-02-25",1,"_doc",100,TwoApproximation,59,"66.755",CompressionApproach,74,66,"18,111",FelixApproach,15
"1,677,357,131,141","qOhHioYBidAx9Qr1PS-Y","radix-testdata-2023-02-25",1,"_doc",86,TwoApproximation,49,"57.432",CompressionApproach,54,57,"7,514",FelixApproach,5
"1,677,357,138,663","qehHioYBidAx9Qr1PS-Y","radix-testdata-2023-02-25",1,"_doc",73,TwoApproximation,56,"49.235",CompressionApproach,58,66,"12,552",FelixApproach,2
"1,677,357,151,225","quhHioYBidAx9Qr1PS-Y","radix-testdata-2023-02-25",1,"_doc",97,TwoApproximation,55,"64.26",CompressionApproach,77,66,"17,224",FelixApproach,22
"1,677,357,015,367","q-hHioYBidAx9Qr1bC-r","radix-testdata-2023-02-25",1,"_doc",130,TwoApproximation,52,"86.96",DoubleCompressionApproach,75,52,"4,025",KilianApproach,23
"1,677,357,019,405","rOhHioYBidAx9Qr1bC-r","radix-testdata-2023-02-25",1,"_doc",128,TwoApproximation,50,"85.372",DoubleCompressionApproach,74,53,"5,238",KilianApproach,24
"1,677,357,084,657","rehHioYBidAx9Qr1bC-r","radix-testdata-2023-02-25",1,"_doc",90,TwoApproximation,56,"60.493",DoubleCompressionApproach,61,59,"9,115",KilianApproach,5
"1,677,357,093,778","ruhHioYBidAx9Qr1bC-r","radix-testdata-2023-02-25",1,"_doc",98,TwoApproximation,61,"67.688",DoubleCompressionApproach,70,63,"11,279",KilianApproach,9
"1,677,357,105,069","r-hHioYBidAx9Qr1bC-r","radix-testdata-2023-02-25",1,"_doc",91,TwoApproximation,46,"60.822",DoubleCompressionApproach,56,52,"4,341",KilianApproach,10
"1,677,357,109,423","sOhHioYBidAx9Qr1bC-r","radix-testdata-2023-02-25",1,"_doc",116,TwoApproximation,50,"78.195",DoubleCompressionApproach,69,51,"3,614",KilianApproach,19
"1,677,357,113,044","sehHioYBidAx9Qr1bC-r","radix-testdata-2023-02-25",1,"_doc",99,TwoApproximation,59,"66.383",DoubleCompressionApproach,74,66,"11,012",KilianApproach,15
"1,677,357,124,066","suhHioYBidAx9Qr1bC-r","radix-testdata-2023-02-25",1,"_doc",77,TwoApproximation,51,"51.484",DoubleCompressionApproach,55,64,"37,036",KilianApproach,4
"1,677,357,161,109","s-hHioYBidAx9Qr1bC-r","radix-testdata-2023-02-25",1,"_doc",95,TwoApproximation,55,"63.911",DoubleCompressionApproach,77,66,"12,913",KilianApproach,22
"1,677,357,174,034","tOhHioYBidAx9Qr1bC-r","radix-testdata-2023-02-25",1,"_doc",94,TwoApproximation,54,"62.988",DoubleCompressionApproach,65,56,"6,476",KilianApproach,11
"1,677,357,180,591","tehIioYBidAx9Qr1gC_f","radix-testdata-2023-02-25",1,"_doc",85,TwoApproximation,49,"57.021",DoubleCompressionApproach,54,57,"5,606",KilianApproach,5
"1,677,357,186,210","tuhIioYBidAx9Qr1gC_f","radix-testdata-2023-02-25",1,"_doc",79,TwoApproximation,47,"53.198",DoubleCompressionApproach,52,54,"4,684",KilianApproach,5
"1,677,357,190,901","t-hIioYBidAx9Qr1gC_f","radix-testdata-2023-02-25",1,"_doc",113,TwoApproximation,55,"75.412",DoubleCompressionApproach,70,54,"6,440",KilianApproach,15
"1,677,357,197,354","uOhIioYBidAx9Qr1gC_f","radix-testdata-2023-02-25",1,"_doc",130,TwoApproximation,53,"87.218",DoubleCompressionApproach,78,51,"4,672",KilianApproach,25
"1,677,357,202,038","uehIioYBidAx9Qr1gC_f","radix-testdata-2023-02-25",1,"_doc",96,TwoApproximation,49,"64.489",DoubleCompressionApproach,57,54,"6,388",KilianApproach,8
"1,677,357,208,439","uuhIioYBidAx9Qr1gC_f","radix-testdata-2023-02-25",1,"_doc",83,TwoApproximation,58,"55.252",DoubleCompressionApproach,64,66,"9,715",KilianApproach,6
"1,677,357,218,166","u-hIioYBidAx9Qr1gC_f","radix-testdata-2023-02-25",1,"_doc",93,TwoApproximation,52,"62.352",DoubleCompressionApproach,64,60,"6,269",KilianApproach,12
"1,677,357,224,441","vOhIioYBidAx9Qr1gC_f","radix-testdata-2023-02-25",1,"_doc",97,TwoApproximation,47,"64.695",DoubleCompressionApproach,56,55,"5,831",KilianApproach,9
"1,677,357,230,284","vehIioYBidAx9Qr1gC_f","radix-testdata-2023-02-25",1,"_doc",95,TwoApproximation,56,"63.894",DoubleCompressionApproach,65,63,"10,277",KilianApproach,9
"1,677,357,240,573","vuhIioYBidAx9Qr1gC_f","radix-testdata-2023-02-25",1,"_doc",73,TwoApproximation,56,"48.736",DoubleCompressionApproach,58,66,"10,677",KilianApproach,2
"1,677,357,168,530","v-hJioYBidAx9Qr1Ei-D","radix-testdata-2023-02-25",1,"_doc",95,TwoApproximation,54,"63.382",CompressionApproach,65,56,"7,109",FelixApproach,11
"1,677,357,175,649","wOhJioYBidAx9Qr1Ei-D","radix-testdata-2023-02-25",1,"_doc",97,TwoApproximation,56,"64.161",CompressionApproach,65,63,"16,326",FelixApproach,9
"1,677,357,191,994","wehJioYBidAx9Qr1Ei-D","radix-testdata-2023-02-25",1,"_doc",130,TwoApproximation,53,"87.33",CompressionApproach,78,51,"6,044",FelixApproach,25
"1,677,357,198,063","wuhJioYBidAx9Qr1Ei-D","radix-testdata-2023-02-25",1,"_doc",97,TwoApproximation,49,"64.758",CompressionApproach,57,54,"11,065",FelixApproach,8
"1,677,357,209,137","w-hJioYBidAx9Qr1Ei-D","radix-testdata-2023-02-25",1,"_doc",94,TwoApproximation,52,"62.789",CompressionApproach,64,60,"10,802",FelixApproach,12
"1,677,357,219,957","xOhJioYBidAx9Qr1Ei-D","radix-testdata-2023-02-25",1,"_doc",97,TwoApproximation,47,"64.959",CompressionApproach,56,55,"9,184",FelixApproach,9
"1,677,357,229,149","xehJioYBidAx9Qr1Ei-D","radix-testdata-2023-02-25",1,"_doc",110,TwoApproximation,62,"73.837",CompressionApproach,78,60,"15,770",FelixApproach,16
"1,677,357,244,941","xuhJioYBidAx9Qr1Ei-D","radix-testdata-2023-02-25",1,"_doc",114,TwoApproximation,66,"76.528",CompressionApproach,77,61,"20,585",FelixApproach,11
"1,677,357,265,547","x-hJioYBidAx9Qr1Ei-D","radix-testdata-2023-02-25",1,"_doc",114,TwoApproximation,56,"76.163",CompressionApproach,71,58,"12,116",FelixApproach,15
"1,677,357,277,685","yOhJioYBidAx9Qr1Ei-D","radix-testdata-2023-02-25",1,"_doc",91,TwoApproximation,50,"61.2",CompressionApproach,55,56,"10,822",FelixApproach,5
"1,677,357,251,288","yehKioYBidAx9Qr1tC-o","radix-testdata-2023-02-25",1,"_doc",114,TwoApproximation,66,"76.499",DoubleCompressionApproach,77,61,"9,199",KilianApproach,11
"1,677,357,260,500","yuhKioYBidAx9Qr1tC-o","radix-testdata-2023-02-25",1,"_doc",110,TwoApproximation,62,"73.651",DoubleCompressionApproach,78,60,"7,481",KilianApproach,16
"1,677,357,267,995","y-hKioYBidAx9Qr1tC-o","radix-testdata-2023-02-25",1,"_doc",112,TwoApproximation,56,"75.903",DoubleCompressionApproach,71,58,"6,928",KilianApproach,15
"1,677,357,334,936","zOhKioYBidAx9Qr1tC-o","radix-testdata-2023-02-25",1,"_doc",83,TwoApproximation,57,"55.347",DoubleCompressionApproach,61,62,"8,844",KilianApproach,4
"1,677,357,343,792","zehKioYBidAx9Qr1tC-o","radix-testdata-2023-02-25",1,"_doc",74,TwoApproximation,50,"49.88",DoubleCompressionApproach,56,61,"10,071",KilianApproach,6
"1,677,357,353,868","zuhKioYBidAx9Qr1tC-o","radix-testdata-2023-02-25",1,"_doc",90,TwoApproximation,50,"60.964",DoubleCompressionApproach,55,56,"5,797",KilianApproach,5
"1,677,357,359,677","z-hKioYBidAx9Qr1tC-o","radix-testdata-2023-02-25",1,"_doc",77,TwoApproximation,54,"51.801",DoubleCompressionApproach,58,62,"10,203",KilianApproach,4
"1,677,357,369,894","0OhKioYBidAx9Qr1tC-o","radix-testdata-2023-02-25",1,"_doc",121,TwoApproximation,61,"80.862",DoubleCompressionApproach,74,57,"7,906",KilianApproach,13
"1,677,357,377,813","0ehKioYBidAx9Qr1tC-o","radix-testdata-2023-02-25",1,"_doc",94,TwoApproximation,54,"65.16",DoubleCompressionApproach,62,58,"5,708",KilianApproach,8
